"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000019, 1, 0.000019, balancing:strategy=''none'', categorical_encoding:__choice__=''one_hot_encoding'', classifier:__choice__=''random_forest'', imputation:strategy=''mean'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''True'', classifier:random_forest:bootstrap=''True'', classifier:random_forest:criterion=''gini'', classifier:random_forest:max_depth=''None'', classifier:random_forest:max_features='0.5', classifier:random_forest:max_leaf_nodes=''None'', classifier:random_forest:min_impurity_decrease='0.0', classifier:random_forest:min_samples_leaf='1', classifier:random_forest:min_samples_split='2', classifier:random_forest:min_weight_fraction_leaf='0.0', classifier:random_forest:n_estimators='100', categorical_encoding:one_hot_encoding:minimum_fraction='0.01'
2.584432, 0.248555, 2.628468, 1, 0.044036, balancing:strategy=''weighting'', categorical_encoding:__choice__=''one_hot_encoding'', classifier:__choice__=''gradient_boosting'', imputation:strategy=''mean'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''True'', classifier:gradient_boosting:criterion=''mse'', classifier:gradient_boosting:learning_rate='0.051832615669195795', classifier:gradient_boosting:loss=''deviance'', classifier:gradient_boosting:max_depth='6', classifier:gradient_boosting:max_features='0.8807456180216267', classifier:gradient_boosting:max_leaf_nodes=''None'', classifier:gradient_boosting:min_impurity_decrease='0.0', classifier:gradient_boosting:min_samples_leaf='7', classifier:gradient_boosting:min_samples_split='19', classifier:gradient_boosting:min_weight_fraction_leaf='0.0', classifier:gradient_boosting:n_estimators='366', classifier:gradient_boosting:subsample='0.7314831276137047', categorical_encoding:one_hot_encoding:minimum_fraction='0.010000000000000004'
7.093730, 0.225434, 9.658452, 2, 2.564722, balancing:strategy=''none'', categorical_encoding:__choice__=''no_encoding'', classifier:__choice__=''decision_tree'', imputation:strategy=''most_frequent'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''minmax'', classifier:decision_tree:criterion=''gini'', classifier:decision_tree:max_depth_factor='0.4403969875795546', classifier:decision_tree:max_features='1.0', classifier:decision_tree:max_leaf_nodes=''None'', classifier:decision_tree:min_impurity_decrease='0.0', classifier:decision_tree:min_samples_leaf='3', classifier:decision_tree:min_samples_split='5', classifier:decision_tree:min_weight_fraction_leaf='0.0'
